paraquestion,SQL,Header
What is the maximum purse( $ ) with a score value of 204 (-9)?,select MAX(Purse( $ )) where Score eq 204 (-9) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the maximum purse( $ ) with a score value of 204 ( -9),select MAX(Purse( $ )) where Score eq 204 (-9) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the winner with purse( $ ) value of bigger than 964017.2297960471 and date value of may 28?,select Winner where Purse( $ ) lt 964017.2297960471 and Date eq May 28 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the winner with purse( $ ) value of bigger than 964017.2297960471 and date value of may 28?,select Winner where Purse( $ ) lt 964017.2297960471 and Date eq May 28 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the winner with purse( $ ) value of bigger than 964017.2297960471 and date value of may 28,select Winner where Purse( $ ) lt 964017.2297960471 and Date eq May 28 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the winner with tournament value of Kroger Senior Classic,select Winner where Tournament eq Kroger Senior Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the winner with tournament value of Kroger senior classic,select Winner where Tournament eq Kroger Senior Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the winner with tournament value of Kroger Senior Classic,select Winner where Tournament eq Kroger Senior Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the date with tournament value of ford senior players championship,select Date where Tournament eq Ford Senior Players Championship ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the date with tournament value of the championship of ford senior players?,select Date where Tournament eq Ford Senior Players Championship ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the date with tournament value of ford senior players championship?,select Date where Tournament eq Ford Senior Players Championship ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the location with tournament value of Quicksilver Classic,select Location where Tournament eq Quicksilver Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the location with the tournament value of Quicksilver Classic,select Location where Tournament eq Quicksilver Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the location with tournament value of Quicksilver classic?,select Location where Tournament eq Quicksilver Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the score with date oct 1,select Score where Date eq Oct 1 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the score with date oct 1,select Score where Date eq Oct 1 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the score with date oct 1?,select Score where Date eq Oct 1 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What was the score for Toshiba Senior Classic?,select Score where Tournament eq Toshiba Senior Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Who was the winner when the score was 281 (-6 )?,select Winner where Score eq 281 (-6) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many scores were in the Northville Long Island Classic?,select COUNT(Score) where Tournament eq Northville Long Island Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the tournament where the winner is raymond floyd (1),select Tournament where Winner eq Raymond Floyd (1) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the tournament where the winner is raymond floyd (1),select Tournament where Winner eq Raymond Floyd (1) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the tournament where winner is raymond floyd (1),select Tournament where Winner eq Raymond Floyd (1) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the total number of purses ( $ ) where the winner is jimmy powell (2),select COUNT(Purse( $ )) where Winner eq Jimmy Powell (2) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the total number of purses ( $ ) where winner is jimmy powell (2),select COUNT(Purse( $ )) where Winner eq Jimmy Powell (2) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the total number of purses ( $ ) where the winner is jimmy powell (2).,select COUNT(Purse( $ )) where Winner eq Jimmy Powell (2) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the date where the location is illinois?,select Date where Location eq Illinois ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the date where the location is illinois,select Date where Location eq Illinois ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the minimum purse( $ ) where tournament Koolina senior invitational is,select MIN(Purse( $ )) where Tournament eq Ko Olina Senior Invitational ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the minimum purse( $ ) where tournament is Koolina senior invitational,select MIN(Purse( $ )) where Tournament eq Ko Olina Senior Invitational ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the minimum purse( $ ) where the tournament is Koolina senior invitational,select MIN(Purse( $ )) where Tournament eq Ko Olina Senior Invitational ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the location where the tournament is raley's senior gold rush,select Location where Tournament eq Raley's Senior Gold Rush ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the location where the tournament is raley's senior gold rush,select Location where Tournament eq Raley's Senior Gold Rush ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What's the location where the tournament is raley's senior gold rush?,select Location where Tournament eq Raley's Senior Gold Rush ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the maximum 1st prize( $ ) where the score is 193 (-17),select MAX(1st Prize( $ )) where Score eq 193 (-17) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
"What is the maximum 1st prize( $ ), where the score is 193 (-17)",select MAX(1st Prize( $ )) where Score eq 193 (-17) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the maximum 1st prize ( $ ) where the score is 193 (-17),select MAX(1st Prize( $ )) where Score eq 193 (-17) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How much was the prize money for the purse of 275000?,select 1st Prize( $ ) where Purse( $ ) eq 275000 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is Virginia's prize money?,select 1st Prize( $ ) where Location eq Virginia ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many tournaments ended up with a score of 204 (-12)?,select COUNT(Tournament) where Score eq 204 (-12) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the winner of the Painewebber Invitational Tournament?,select Winner where Tournament eq PaineWebber Invitational ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the winner of the Painewebber Invitational tournament?,select Winner where Tournament eq PaineWebber Invitational ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Where was the GTE Suncoast Classic Tournament held?,select Location where Tournament eq GTE Suncoast Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What was the minimum ($) of the 1st prize in the tournaments in New Mexico?,select MIN(1st Prize( $ )) where Location eq New Mexico ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What was the minimum ($) amount of the 1st prize in the tournaments in New Mexico?,select MIN(1st Prize( $ )) where Location eq New Mexico ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What are all dates with a score of 203 (-13)?,select Date where Score eq 203 (-13) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Which tournaments was the score 135 (-7)?,select Tournament where Score eq 135 (-7) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Which tournaments have a first prize of $40000?,select Tournament where 1st Prize( $ ) eq 40000 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many locations recorded a score of 206 (-7)?,select COUNT(Location) where Score eq 206 (-7) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many tournaments have recorded a score of 206 (-7)?,select COUNT(Tournament) where Score eq 206 (-7) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Name all tournaments that took place in Rhode Island.,select Tournament where Location eq Rhode Island ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
What is the state that hosted a tournament with a score of 208 (-8)?,select Location where Score eq 208 (-8) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Where was the Fairfield Barnett Classic Tournament held?,select Location where Tournament eq Fairfield Barnett Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many purses were there for mar 16?,select COUNT(Purse( $ )) where Date eq Mar 16 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many purses were there for the mar 16?,select COUNT(Purse( $ )) where Date eq Mar 16 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
How many purses were there for Mar 16?,select COUNT(Purse( $ )) where Date eq Mar 16 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
When the series number 23 aired?,select Original air date where Series no. eq 23 ,"['Series no.', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production Code']"
When was the series number 23 air?,select Original air date where Series no. eq 23 ,"['Series no.', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production Code']"
"What is the production code of the ""surprise, surprise""?","select MAX(Production Code) where Title eq ""Surprise, Surprise"" ","['Series no.', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production Code']"
What was the airdate of the series number 21?,select Original air date where Series no. eq 21 ,"['Series no.', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production Code']"
What was the airdate of the 21 series number?,select Original air date where Series no. eq 21 ,"['Series no.', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production Code']"
Which location featured the first prize of 33500?,select Location where 1st Prize( $ ) eq 33500 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Which was the first prize of 33500?,select Location where 1st Prize( $ ) eq 33500 ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
Who won the Suntree Senior Classic?,select Winner where Tournament eq Suntree Seniors Classic ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
"How much was the prize in the tournament, where the winning score was 289 (9)?",select Purse( $ ) where Score eq 289 (9) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
When was played the tournament that was won with a score of 204 (-6)?,select Date where Score eq 204 (-6) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
When played the tournament that was won with a score of 204 (-6)?,select Date where Score eq 204 (-6) ,"['Date', 'Tournament', 'Location', 'Purse( $ )', 'Winner', 'Score', '1st Prize( $ )']"
"Who wrote ""Stop Being All Funky""?","select Written by where Title eq ""Stop Being All Funky"" ","['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who wrote ""Stop being all Funky""?","select Written by where Title eq ""Stop Being All Funky"" ","['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What was the season number for the episode with series number 61?,select MAX(Season #) where Series # eq 61 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What was the title of the episode with production code 311?,select Title where Production code eq 311 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Who directed the episode by Lamont Ferrell?,select Directed by where Written by eq Lamont Ferrell ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Which date was the result 6–2, 4–6, 6–4?","select Date where Result eq 6–2, 4–6, 6–4 ","['Edition', 'Round', 'Date', 'Partnering', 'Against', 'Surface', 'Opponents', 'W–L', 'Result']"
"How many matches had the result 6–3, 6–2?","select COUNT(Partnering) where Result eq 6–3, 6–2 ","['Edition', 'Round', 'Date', 'Partnering', 'Against', 'Surface', 'Opponents', 'W–L', 'Result']"
"What directors released on that date if the original air date is January 10, 2008?",select Director where Original air date eq 10January2008 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
What directors released on that date if the original air date is 10 January 2008?,select Director where Original air date eq 10January2008 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
"What directors released on that date if the original air date is January 10th, 2008?",select Director where Original air date eq 10January2008 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
The original air date of 29 November 2007 has what total number?,select Total No. where Original air date eq 29November2007 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
"The original air date of November 29, 2007 has what total number?",select Total No. where Original air date eq 29November2007 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
What director had Margot Kidder?,select Director where Celebrity eq Margot Kidder ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
How many celebrities had an original air date of 18 October 2007?,select COUNT(Celebrity) where Original air date eq 18October2007 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
How many celebrities had an original air date 18 October 2007?,select COUNT(Celebrity) where Original air date eq 18October2007 ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
Which viewers had Matt Gallagher as director?,select Viewers where Director eq Matt Gallagher ,"['Total No.', 'Celebrity', 'Director', 'Original air date', 'Viewers']"
"What is the number of series of the title of ""Your wife's a payne""?","select MAX(Series #) where Title eq ""Your Wife's a Payne"" ","['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who writes ""a grand payne""?","select Written by where Title eq ""A Grand Payne"" ","['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who wrote ""a grand payne""?","select Written by where Title eq ""A Grand Payne"" ","['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"What is the number of series with a title of ""with friends like these""","select COUNT(Series #) where Title eq ""With Friends Like These"" ","['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the number of series with the production code 503?,select COUNT(Series #) where Production code eq 503 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the title of the production code 514?,select Title where Production code eq 514 ,"['Series #', 'Season #', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the location of the institution Barton College,select Location where Institution eq Barton College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
What is the location of the barton college institution,select Location where Institution eq Barton College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
Which institutions joined in 1993?,select Institution where Joined eq 1993 ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
Which institutions joined in 1993,select Institution where Joined eq 1993 ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
what are the locations that joined in 2008?,select Location where Joined eq 2008 ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
What are the locations that joined in 2008?,select Location where Joined eq 2008 ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
What is the minimum enrollment at Barton College?,select MIN(Enrollment) where Institution eq Barton College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
What is the minimum enrollment at Barton College,select MIN(Enrollment) where Institution eq Barton College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
What is the minimum enrollment at barton college?,select MIN(Enrollment) where Institution eq Barton College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
When erskine college was founded,select Founded where Institution eq Erskine College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
When was erskine college founded?,select Founded where Institution eq Erskine College ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Joined', 'Nickname']"
"What is the range for married filing separately where the head of household is $117,451–190,200?","select Married Filing Separately where Head of Household eq $117,451–$190,200 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the range for married filing separately where the head of household is $117,451–$190,200?","select Married Filing Separately where Head of Household eq $117,451–$190,200 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the marginal ordinary income tax rate for single in which the range is $8,351 – $33,950?","select COUNT(Marginal Ordinary Income Tax Rate) where Single eq $8,351– $33,950 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the marginal ordinary income tax rate for single in which the range is $8,351– $33,950?","select COUNT(Marginal Ordinary Income Tax Rate) where Single eq $8,351– $33,950 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the range for married filing separately in which the head of household is $117,451–190,200?","select Married Filing Separately where Head of Household eq $117,451–$190,200 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the range of married filing jointly or qualified widower in which married filing separately is $33,951–68,525?","select Married Filing Jointly or Qualified Widow(er) where Married Filing Separately eq $33,951–$68,525 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the range of the head of household whereas single is $171,551–372,950?","select Head of Household where Single eq $171,551–$372,950 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the amoun of the marginal ordinary income tax rate where married filing jointly or qualified widow is $208,851–372,950?","select COUNT(Marginal Ordinary Income Tax Rate) where Married Filing Jointly or Qualified Widow(er) eq $208,851–$372,950 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
"What is the amoun of the marginal ordinary income tax rate if married filing jointly or qualified widow is $208,851–372,950?","select COUNT(Marginal Ordinary Income Tax Rate) where Married Filing Jointly or Qualified Widow(er) eq $208,851–$372,950 ","['Marginal Ordinary Income Tax Rate', 'Single', 'Married Filing Jointly or Qualified Widow(er)', 'Married Filing Separately', 'Head of Household']"
who is the coach where dudley tuckey medal is ben howlett,select Coach where Dudley Tuckey Medal eq Ben Howlett ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
Who is the coach where dudley tuckey medal is ben howlett,select Coach where Dudley Tuckey Medal eq Ben Howlett ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
who is the coach where Dudley tuckey medal is ben howlett,select Coach where Dudley Tuckey Medal eq Ben Howlett ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What is the total number of coaches where captain is grant welsh and win/loss is 5-15,select COUNT(Coach) where Captain eq Grant Welsh and Win/Loss eq 5-15 ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What is the total number of coach where captain is grant welsh and win/loss is 5-15,select COUNT(Coach) where Captain eq Grant Welsh and Win/Loss eq 5-15 ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What is the total number of coaches where captain grant welsh and win/loss is 5-15,select COUNT(Coach) where Captain eq Grant Welsh and Win/Loss eq 5-15 ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
who is the dudley tuckey medal where the leading goalkicker is scott simister (46),select Dudley Tuckey Medal where Leading goalkicker eq Scott Simister (46) ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
who is the Dudley tuckey medal where the leading goalkicker is scott simister (46),select Dudley Tuckey Medal where Leading goalkicker eq Scott Simister (46) ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
who is the Dudley Tuckey medal where the leading goalkicker is scott simister (46),select Dudley Tuckey Medal where Leading goalkicker eq Scott Simister (46) ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What is the maximum season where the leading goalkicker is scott simister (54),select MAX(Season) where Leading goalkicker eq Scott Simister (54) ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What is the maximum season where the leading goalkicker is scott simister (54)?,select MAX(Season) where Leading goalkicker eq Scott Simister (54) ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What is the maximum season where the leading goalkicker is Scott simister (54),select MAX(Season) where Leading goalkicker eq Scott Simister (54) ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What are all the wins/loss where the 2009 season is,select Win/Loss where Season eq 2009 ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What are all the wins/loss where season 2009 is,select Win/Loss where Season eq 2009 ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What are all the wins/loss where the season is 2009,select Win/Loss where Season eq 2009 ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
Who is the captain where coach is geoff miles,select Captain where Coach eq Geoff Miles ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
who is the captain where coach is geoff miles,select Captain where Coach eq Geoff Miles ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
Who is the captain where the coach is geoff miles,select Captain where Coach eq Geoff Miles ,"['Season', 'Position', 'Win/Loss', 'Coach', 'Captain', 'Dudley Tuckey Medal', 'Leading goalkicker']"
What was the disaster in 2005-06?,select Disaster where Year eq 2005-06 ,"['Disaster', 'Year', 'Countries Affected', 'Scale of Disaster', 'People Assisted', 'Nature of Help']"
Was the disaster in 2005-06?,select Disaster where Year eq 2005-06 ,"['Disaster', 'Year', 'Countries Affected', 'Scale of Disaster', 'People Assisted', 'Nature of Help']"
What was the scale of the disaster in Peru?,select Scale of Disaster where Countries Affected eq Peru ,"['Disaster', 'Year', 'Countries Affected', 'Scale of Disaster', 'People Assisted', 'Nature of Help']"
What was the magnitude of the disaster in Peru?,select Scale of Disaster where Countries Affected eq Peru ,"['Disaster', 'Year', 'Countries Affected', 'Scale of Disaster', 'People Assisted', 'Nature of Help']"
What is the area of the Voivodenship with 51 communes?,select Area km² (1998) where No. of communes eq 51 ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
What is the area of Voivodenship with 51 communes?,select Area km² (1998) where No. of communes eq 51 ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
How big (in km2) is the Voivodenship also known by the abbreviation KN?,select Area km² (1998) where Abbreviation eq kn ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
How many people lived in the Voivodenship whose capital is Siedlce in 1980?,select Population (1980) where Capital eq Siedlce ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
How many people lived in the Voivodenship whose capital is Siedlce in the year 1980?,select Population (1980) where Capital eq Siedlce ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
How many different Voivodenship have 747 900 citizes?,select COUNT(Voivodeship) where Population (1980) eq 747 900 ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
How many different voivodenships have 747 900 citizes?,select COUNT(Voivodeship) where Population (1980) eq 747 900 ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
How many different Voivodenships have 747 900 citizes?,select COUNT(Voivodeship) where Population (1980) eq 747 900 ,"['Abbreviation', 'Voivodeship', 'Capital', 'Area km² (1998)', 'Population (1980)', 'No. of cities', 'No. of communes']"
What year did Longwood University leave the conference?,select MIN(Left) where Institution eq Longwood University ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Nickname', 'Joined', 'Left', 'Current Conference']"
What year did the Longwood University leave the conference?,select MIN(Left) where Institution eq Longwood University ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Nickname', 'Joined', 'Left', 'Current Conference']"
What year did a school that was founded in 1880 leave?,select Left where Founded eq 1880 ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Nickname', 'Joined', 'Left', 'Current Conference']"
What is the nickname of the school with a population of 2386?,select Nickname where Enrollment eq 2386 ,"['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Nickname', 'Joined', 'Left', 'Current Conference']"
"What year joined the school from mars hill, north carolina?","select Joined where Location eq Mars Hill, North Carolina ","['Institution', 'Location', 'Founded', 'Type', 'Enrollment', 'Nickname', 'Joined', 'Left', 'Current Conference']"
