paraquestion,SQL,Header
When 87 mpg-e (39kw-hrs/100mi) is the epa rated combined fuel economy how many operating modes are there?,select COUNT(Operating mode) where EPA rated combined fuel economy eq 87 mpg-e (39kW-hrs/100mi) ,"['Vehicle', 'Operating mode', 'EPA rated All-electric range', 'EPA rated combined fuel economy', 'Clean electric grid California (San Francisco)', 'U.S. national average electric mix', 'Dirty electric grid Rocky Mountains (Denver)']"
When 87 mpg-e (39kw-hrs/100mi) is the EPA rated combined fuel economy how many operating modes are there?,select COUNT(Operating mode) where EPA rated combined fuel economy eq 87 mpg-e (39kW-hrs/100mi) ,"['Vehicle', 'Operating mode', 'EPA rated All-electric range', 'EPA rated combined fuel economy', 'Clean electric grid California (San Francisco)', 'U.S. national average electric mix', 'Dirty electric grid Rocky Mountains (Denver)']"
"Name opponents for 6–2, 3–6, 6–3","select Opponents where Score eq 6–2, 3–6, 6–3 ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the opponents for 6–2, 3–6, 6–3.","select Opponents where Score eq 6–2, 3–6, 6–3 ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the championship winner for 7–5, 4–6, 6–1 for the outcome.","select Championship where Outcome eq Winner and Score eq 7–5, 4–6, 6–1 ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the championship winner for 7–5, 4–6, 6–1 for the outcome","select Championship where Outcome eq Winner and Score eq 7–5, 4–6, 6–1 ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the championship winner for 7–5, 4–6, 6–1 outcome for 7–5 results","select Championship where Outcome eq Winner and Score eq 7–5, 4–6, 6–1 ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the score for winner and julie halard-decugis ai sugiyama,select Score where Outcome eq Winner and Opponents eq Julie Halard-Decugis Ai Sugiyama ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the score for the winner and julie halard-decugis ai sugiyama,select Score where Outcome eq Winner and Opponents eq Julie Halard-Decugis Ai Sugiyama ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the score for the winner and julie halard-decugis ai sugiyama.,select Score where Outcome eq Winner and Opponents eq Julie Halard-Decugis Ai Sugiyama ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the championship for hard surface 7–5, 6–4.","select Championship where Score eq 7–5, 6–4 and Surface eq Hard ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the championship for hard surface 7–5, 6–4","select Championship where Score eq 7–5, 6–4 and Surface eq Hard ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the championship for the hard surface 7–5, 6–4.","select Championship where Score eq 7–5, 6–4 and Surface eq Hard ","['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the surface for Nathalie Tauziat,select Surface where Partner eq Nathalie Tauziat ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the surface for Nathalie tauziat,select Surface where Partner eq Nathalie Tauziat ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponents', 'Score']"
The most year for money list rank is 74,select MAX(Year) where Money list rank eq 74 ,"['Year', 'Tournaments played', 'Cuts made', 'Wins', 'Top 10s', 'Best finish', 'Earnings ($)', 'Money list rank', 'Scoring average']"
The most year for the money list rank is 74,select MAX(Year) where Money list rank eq 74 ,"['Year', 'Tournaments played', 'Cuts made', 'Wins', 'Top 10s', 'Best finish', 'Earnings ($)', 'Money list rank', 'Scoring average']"
The most year for money list rank is 74.,select MAX(Year) where Money list rank eq 74 ,"['Year', 'Tournaments played', 'Cuts made', 'Wins', 'Top 10s', 'Best finish', 'Earnings ($)', 'Money list rank', 'Scoring average']"
Name the team for the avg start being 20.5,select Team(s) where Avg. Start eq 20.5 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the team for avg start being 20.5.,select Team(s) where Avg. Start eq 20.5 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the team for wins is 0 and top 5 is 0 and poles is 0 and avg start is 37.0,select Team(s) where Wins eq 0 and Top 5 eq 0 and Poles eq 0 and Avg. Start eq 37.0 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the team for wins being 0 and top 5 is 0 and poles is 0 and avg starts is 37.0,select Team(s) where Wins eq 0 and Top 5 eq 0 and Poles eq 0 and Avg. Start eq 37.0 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the winnings for the 23rd position,select Winnings where Position eq 23rd ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the winnings for the 23rd position.,select Winnings where Position eq 23rd ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the 2004 winnings for 2004,select Winnings where Year eq 2004 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the winnings for 2004.,select Winnings where Year eq 2004 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
The total number of top 10 for avg start is 37.3,select COUNT(Top 10) where Avg. Start eq 37.3 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
Name the total number of the top 10 for avg start being 37.3,select COUNT(Top 10) where Avg. Start eq 37.3 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position', 'Team(s)']"
What was the method of elimination in the chamber with a time of 24:02?,select Method of elimination where Time eq 24:02 ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
What was the elimination method in the chamber with a time of 24:02?,select Method of elimination where Time eq 24:02 ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
What is the maximum number entered when the eliminator was Triple H?,select MAX(Entered) where Eliminated by eq Triple H ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
What is the maximum number that was entered when the eliminator was Triple H?,select MAX(Entered) where Eliminated by eq Triple H ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
How many wrestlers are recorded for the chamber whose elimination method was pinned after being hit by a lead pipe?,select COUNT(Wrestler) where Method of elimination eq Pinned after being hit by a lead pipe ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
How many wrestlers are recorded for the chamber where the elimination method was pinned after being hit by a lead pipe?,select COUNT(Wrestler) where Method of elimination eq Pinned after being hit by a lead pipe ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
How many wrestlers are recorded for the chamber whose method of elimination was pinned after being hit by a lead pipe?,select COUNT(Wrestler) where Method of elimination eq Pinned after being hit by a lead pipe ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
What was the elimination method for Kofi Kingston /,select Method of elimination where Wrestler eq Kofi Kingston ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
What was the method of elimination for Kofi Kingston /,select Method of elimination where Wrestler eq Kofi Kingston ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
What was the method of elimination for Kofi Kingston /?,select Method of elimination where Wrestler eq Kofi Kingston ,"['Eliminated', 'Wrestler', 'Entered', 'Eliminated by', 'Method of elimination', 'Time']"
Which championships were played on clay and the opponent was virginia ruano pascual paola suárez?,select Championship where Surface eq Clay and Opponent eq Virginia Ruano Pascual Paola Suárez ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponent', 'Score']"
What championships had a match where Natasha Zvereva played as a partner?,select Championship where Partner eq Natasha Zvereva ,"['Outcome', 'Year', 'Championship', 'Surface', 'Partner', 'Opponent', 'Score']"
What day did episode number 4 originally air?,select Original air date where № eq 4 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What day did Episode number 4 originally air?,select Original air date where № eq 4 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
Which day did episode number 4 originally air?,select Original air date where № eq 4 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
Who wrote the episode with 8.61 million US viewers?,select Written by where U.S. viewers (million) eq 8.61 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What date did the episode originally air with 8.61 million U.S. viewers?,select Original air date where U.S. viewers (million) eq 8.61 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What date did the episode originally air with 8.61 million US viewers?,select Original air date where U.S. viewers (million) eq 8.61 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the name of the episode that had 9.89 million US viewers?,select Title where U.S. viewers (million) eq 9.89 ,"['№', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the value for model if the processor is Kentsfield and the brand name is Xeon?,select Model (list) where Processor eq Kentsfield and Brand name eq Xeon ,"['Processor', 'Brand name', 'Model (list)', 'Cores', 'L2 Cache', 'Socket', 'TDP']"
What is the value for the model if the processor is Kentsfield and the brand name is Xeon?,select Model (list) where Processor eq Kentsfield and Brand name eq Xeon ,"['Processor', 'Brand name', 'Model (list)', 'Cores', 'L2 Cache', 'Socket', 'TDP']"
What is every value for TDP if the model is x53xx?,select TDP where Model (list) eq X53xx ,"['Processor', 'Brand name', 'Model (list)', 'Cores', 'L2 Cache', 'Socket', 'TDP']"
What is each value for cores if TDP is 17 W?,select Cores where TDP eq 17 W ,"['Processor', 'Brand name', 'Model (list)', 'Cores', 'L2 Cache', 'Socket', 'TDP']"
What is the production code for the episode written by J. H. Wyman & Jeff Pinkner?,select Production code where Written by eq J. H. Wyman & Jeff Pinkner ,"['№', '#', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the production code for the episode written by J. H. Wyman and Jeff Pinkner?,select Production code where Written by eq J. H. Wyman & Jeff Pinkner ,"['№', '#', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the title of the episode by Charles Beeson?,select Title where Directed by eq Charles Beeson ,"['№', '#', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
How many original air dates for the episode written by David H. Goodman and Andrew Kreisberg?,select COUNT(Original air date) where Written by eq David H. Goodman & Andrew Kreisberg ,"['№', '#', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
What is the latest episode number written by Matthew Pitts?,select MAX(#) where Written by eq Matthew Pitts ,"['№', '#', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code', 'U.S. viewers (million)']"
How many records are listed for the number of viewers for episode number 8?,select COUNT(Viewers (millions)) where Episode eq 8 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
How many records for the number of viewers is listed for episode number 8?,select COUNT(Viewers (millions)) where Episode eq 8 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
How many records are listed for number of viewers for episode number 8?,select COUNT(Viewers (millions)) where Episode eq 8 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
What was the rating 18 to 49 when 9.50 million watched?,select Rating (18–49) where Viewers (millions) eq 9.50 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
What episode number had 11.73 million viewers?,select Episode where Viewers (millions) eq 11.73 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
Which episode number had 11.73 million viewers?,select Episode where Viewers (millions) eq 11.73 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
How many episodes had 11.47 million viewers?,select COUNT(Episode) where Viewers (millions) eq 11.47 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
How many episodes have had 11.47 million viewers?,select COUNT(Episode) where Viewers (millions) eq 11.47 ,"['Episode', 'First Air Date', 'Rating (18–49)', 'Share (18–49)', 'Viewers (millions)', 'Rank (timeslot)', 'Rank (night)']"
"Who wrote the episode that originally aired on April 29, 1994?","select Written by where Original air date eq April 29, 1994 ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who wrote the episode that originally aired on April 29th, 1994?","select Written by where Original air date eq April 29, 1994 ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"What was the production code for the episode that debuted on October 1, 1993?","select MAX(Production code) where Original air date eq October 1, 1993 ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who wrote the episode of ""Sister Act""?","select Written by where Title eq ""Sister Act"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What was the title of the series number 56?,select Title where No. in series eq 56 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What was the title of the episode written by Julia Newton in Series 48?,select Title where Written by eq Julia Newton and No. in series eq 48 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the callsign that has a station type relay and a channel number of TV-2?,select Callsign where Station Type eq Relay and Ch. # eq TV-2 ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
What is the station type of DWZM-TV,select Station Type where Callsign eq DWZM-TV ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
What is the power in Kilowatts of TV-12?,select Power kW where Ch. # eq TV-12 ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
What is the power in KW of the transmitter located in Borongan?,select Power kW where Location (Transmitter site) eq Borongan ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
What is the power in KW of the transmitter in Borongan?,select Power kW where Location (Transmitter site) eq Borongan ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
What is the channel number which has a branding of PTV 4 Laoag?,select Ch. # where Branding eq PTV 4 Laoag ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
What is the power in KW that has a station type relay and a callsign of DXCL-TV?,select Power kW where Station Type eq Relay and Callsign eq DXCL-TV ,"['Branding', 'Callsign', 'Ch. #', 'Power kW', 'Station Type', 'Location (Transmitter site)']"
"When 15 is the number in season, what is the highest number in series?",select MAX(No. in series) where No. in season eq 15 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 15 is the number in the season, what is the highest number in the series?",select MAX(No. in series) where No. in season eq 15 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 15 is the number in season, what is the highest number in the series?",select MAX(No. in series) where No. in season eq 15 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 123 is the number in the series, who is the director?",select Directed by where No. in series eq 123 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 123 is the number in series, who is the director?",select Directed by where No. in series eq 123 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Who is the director when 123 is the number in the series?,select Directed by where No. in series eq 123 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When ""The Kissing Game"" is the title, who is the director?","select Directed by where Title eq ""The Kissing Game"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When ""The Kissing Game"" is the title who is the director?","select Directed by where Title eq ""The Kissing Game"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Who is the director when ""The Kissing Game"" is the title?","select Directed by where Title eq ""The Kissing Game"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 120 is the number in the series, who is the writer?",select Written by where No. in series eq 120 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 120 is the number in series, who is the writer?",select Written by where No. in series eq 120 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 120 is the number in a series, who is the writer?",select Written by where No. in series eq 120 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the production code when 137 is the number in series?,select Production code where No. in series eq 137 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 137 is the number in series, what is the production code?",select Production code where No. in series eq 137 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"How many victors were there in the War of 1730–1736, first stage?","select COUNT(Victor) where Name of the war eq War of 1730–1736 , first stage ","['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
"How many victors were there in the war of 1730–1736, first stage?","select COUNT(Victor) where Name of the war eq War of 1730–1736 , first stage ","['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
"How many victors were there in the 1730–1736 war, first stage?","select COUNT(Victor) where Name of the war eq War of 1730–1736 , first stage ","['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
Who was the Ottoman Sultan where the treaty was the Treaty of Constantinople (1590) at the end of the war?,select Ottoman sultan where Treaty at the end of the war eq Treaty of Constantinople (1590) ,"['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
"Who was the Ottoman Sultan, where the treaty was the Treaty of Constantinople (1590) at the end of the war?",select Ottoman sultan where Treaty at the end of the war eq Treaty of Constantinople (1590) ,"['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
What is the name of the war where the Ottoman sultan Selim I was?,select Name of the war where Ottoman sultan eq Selim I ,"['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
What is the name of the war where the Ottoman Sultan Selim I was?,select Name of the war where Ottoman sultan eq Selim I ,"['Name of the war', 'Ottoman sultan', 'Persian shah', 'Treaty at the end of the war', 'Victor']"
"What is the air date when ""baby come back"" is the title?","select Original air date where Title eq ""Baby Come Back"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When the title is ""baby come back"" what is the air date?","select Original air date where Title eq ""Baby Come Back"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 102 is the number in the series, who is the director?",select Directed by where No. in series eq 102 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When 102 is the number in series, who is the director?",select Directed by where No. in series eq 102 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Who is the director when 102 is the number in the series?,select Directed by where No. in series eq 102 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When ""We're going to disney world (part 1)"" is the title what is the air date?","select Original air date where Title eq ""We're Going to Disney World (Part 1)"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"What is the air date when ""we're going to disney world (part 1)"" is the title?","select Original air date where Title eq ""We're Going to Disney World (Part 1)"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"When the title is ""We're going to disney world (part 1)"" what is the air date?","select Original air date where Title eq ""We're Going to Disney World (Part 1)"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"Name who wrote the episode directed by patrick duffy, which aired on 7 November 1997","select Written by where Directed by eq Patrick Duffy and Original air date eq November 7, 1997 ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Name who wrote the episode directed by patrick duffy on 7 November 1997,"select Written by where Directed by eq Patrick Duffy and Original air date eq November 7, 1997 ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Name who wrote the episode directed by patrick duffy on 7 November 1997.,"select Written by where Directed by eq Patrick Duffy and Original air date eq November 7, 1997 ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
What is the last year total for the team with a lowest 23578?,select MAX(Last Year) where Lowest eq 23578 ,"['Team', 'Hosted', 'Average', 'Highest', 'Lowest', 'Total', 'Last Year', 'Up/Down']"
How many highest figures for the team with the lowest of 16415?,select COUNT(Highest) where Lowest eq 16415 ,"['Team', 'Hosted', 'Average', 'Highest', 'Lowest', 'Total', 'Last Year', 'Up/Down']"
How many highest figures for the team with the lowest number of 16415?,select COUNT(Highest) where Lowest eq 16415 ,"['Team', 'Hosted', 'Average', 'Highest', 'Lowest', 'Total', 'Last Year', 'Up/Down']"
Which team has an up/down + 3479?,select Team where Up/Down eq + 3479 ,"['Team', 'Hosted', 'Average', 'Highest', 'Lowest', 'Total', 'Last Year', 'Up/Down']"
"What is the average of the team, where the total is 243017?",select Average where Total eq 243017 ,"['Team', 'Hosted', 'Average', 'Highest', 'Lowest', 'Total', 'Last Year', 'Up/Down']"
How many episodes had celebrity guests Frank Skinner and Lee Mack?,select COUNT(Episode) where Celebrities eq Frank Skinner and Lee Mack ,"['Episode', 'Stage', 'Celebrities', 'Directed and produced by', 'Original airdate', 'Viewers (overnight estimates)']"
List episode was directed and produced by Karen Selway?,select Episode where Directed and produced by eq Karen Selway ,"['Episode', 'Stage', 'Celebrities', 'Directed and produced by', 'Original airdate', 'Viewers (overnight estimates)']"
Which episode featured celebrities Nick Hewer and Saira Khan in them?,select Episode where Celebrities eq Nick Hewer and Saira Khan ,"['Episode', 'Stage', 'Celebrities', 'Directed and produced by', 'Original airdate', 'Viewers (overnight estimates)']"
List the director and producer when Nick Hewer and Saira Khan starred.,select Directed and produced by where Celebrities eq Nick Hewer and Saira Khan ,"['Episode', 'Stage', 'Celebrities', 'Directed and produced by', 'Original airdate', 'Viewers (overnight estimates)']"
List directors and producers were involved when the celebrities involved were Bill Turnbull and Louise Minchin.,select Directed and produced by where Celebrities eq Bill Turnbull and Louise Minchin ,"['Episode', 'Stage', 'Celebrities', 'Directed and produced by', 'Original airdate', 'Viewers (overnight estimates)']"
What is the torque when 0–100km/h (60mph) is 5.8 seconds (5.5)?,select Torque where 0–100km/h (60mph) eq 5.8 seconds (5.5) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
"When 0–100km/h (60mph) is 5.8 seconds (5.5), what is the torque?",select Torque where 0–100km/h (60mph) eq 5.8 seconds (5.5) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
"Co2 is 206g/km, what is the torque?",select Torque where CO2 eq 206g/km ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
What is the power when co2 is 192g/km?,select Power where CO2 eq 192g/km ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
"When co2 is 192g/km, what is the power?",select Power where CO2 eq 192g/km ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
What is the engine when 0–100km/h (60mph) is 5.8 seconds (5.5)?,select Engine where 0–100km/h (60mph) eq 5.8 seconds (5.5) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
When 0–100km/h (60mph) is 5.8 seconds (5.5) what is the engine?,select Engine where 0–100km/h (60mph) eq 5.8 seconds (5.5) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
"When 0–100km/h (60mph) is 5.5 seconds (5.2), what is the top speed?",select Top speed where 0–100km/h (60mph) eq 5.5 seconds (5.2) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
When 0–100km/h (60mph) is 5.5 seconds (5.2) what is the top speed?,select Top speed where 0–100km/h (60mph) eq 5.5 seconds (5.2) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
What is the top speed when 0–100km/h (60mph) is 5.5 seconds (5.2)?,select Top speed where 0–100km/h (60mph) eq 5.5 seconds (5.2) ,"['Year', 'Engine', 'Power', 'Torque', 'Transmission', '0–100km/h (60mph)', 'Top speed', 'CO2']"
What is the circuit of Round 5?,select Circuit where Round eq 5 ,"['Round', 'Circuit', 'Date', 'Pole position', 'Fastest lap', 'Winning driver', 'Winning team']"
On what date did Mike Rockenfeller have the fastest lap?,select Date where Fastest lap eq Mike Rockenfeller ,"['Round', 'Circuit', 'Date', 'Pole position', 'Fastest lap', 'Winning driver', 'Winning team']"
What day did Mike Rockenfeller have the fastest lap?,select Date where Fastest lap eq Mike Rockenfeller ,"['Round', 'Circuit', 'Date', 'Pole position', 'Fastest lap', 'Winning driver', 'Winning team']"
"How many points for the driver who raced in the 2006 -- 2007, 2009 seasons?","select Points where Seasons eq 2006 – 2007 , 2009 ","['Name', 'Nation', 'Seasons', 'Championship titles', 'Races (Starts)', 'Poles', 'Wins', 'Podiums', 'Fastest Laps', 'Points']"
"How many points for the driver who raced in the 2006 - 2007, 2009 seasons?","select Points where Seasons eq 2006 – 2007 , 2009 ","['Name', 'Nation', 'Seasons', 'Championship titles', 'Races (Starts)', 'Poles', 'Wins', 'Podiums', 'Fastest Laps', 'Points']"
What is the name of the competition where the nationality is Brazil and the voting percentage is n/a?,select Competition where Vote percentage eq N/A and Nationality eq Brazil ,"['Rank', 'Player', 'Nationality', 'Team', 'Opponent', 'Score', 'Competition', 'Vote percentage']"
