paraquestion,SQL,Header
Name the common name for the rhampholeon spectrum,select Common name where Scientific name eq Rhampholeon spectrum ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Name the scientific name for the veiled chameleon,select Scientific name where Common name eq Veiled chameleon ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Name the scientific name for the veiled Chameleon,select Scientific name where Common name eq Veiled chameleon ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Name the common name for the furcifer pardalis,select Common name where Scientific name eq Furcifer pardalis ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Name the common name for Furcifer pardalis,select Common name where Scientific name eq Furcifer pardalis ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Name the color number for furcifer pardalis,select COUNT(Color) where Scientific name eq Furcifer pardalis ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Name the number of colors for furcifer pardalis,select COUNT(Color) where Scientific name eq Furcifer pardalis ,"['Scientific name', 'Common name', 'Length (male)', 'Length (female)', 'Color', 'Lifespan (years)']"
Nom the number of international frieghts for domestic mail of 260,select COUNT(International freight) where Domestic mail eq 260 ,"['Year', 'Domestic freight', 'Domestic mail', 'International freight', 'International mail', 'Total freight and mail', 'Change']"
Name the number of international frieghts for domestic mail of 260.,select COUNT(International freight) where Domestic mail eq 260 ,"['Year', 'Domestic freight', 'Domestic mail', 'International freight', 'International mail', 'Total freight and mail', 'Change']"
Name the total number of domestic mail for 7853 for the total frieght and mail,select COUNT(Domestic mail) where Total freight and mail eq 7853 ,"['Year', 'Domestic freight', 'Domestic mail', 'International freight', 'International mail', 'Total freight and mail', 'Change']"
Name the total number of domestic mail for 7853 for total frieght and mail.,select COUNT(Domestic mail) where Total freight and mail eq 7853 ,"['Year', 'Domestic freight', 'Domestic mail', 'International freight', 'International mail', 'Total freight and mail', 'Change']"
Namw the total number for domestic freight for international mail is larger than 1.0 with domestic mail for 260.,select COUNT(Domestic freight) where International mail lt 1.0 and Domestic mail eq 260 ,"['Year', 'Domestic freight', 'Domestic mail', 'International freight', 'International mail', 'Total freight and mail', 'Change']"
Namw the total number for domestic freight for international mail is greater than 1.0 with domestic mail for 260,select COUNT(Domestic freight) where International mail lt 1.0 and Domestic mail eq 260 ,"['Year', 'Domestic freight', 'Domestic mail', 'International freight', 'International mail', 'Total freight and mail', 'Change']"
What was the highest vote for other people?,select MAX(Others#) where ,"['County', 'Kerry%', 'Kerry#', 'Bush%', 'Bush#', 'Others%', 'Others#', '2000 result']"
"When the result was +2.5, what was the kerry%?",select Kerry% where 2000 result eq +2.5 ,"['County', 'Kerry%', 'Kerry#', 'Bush%', 'Bush#', 'Others%', 'Others#', '2000 result']"
What was the kerry% when the result was +2.5?,select Kerry% where 2000 result eq +2.5 ,"['County', 'Kerry%', 'Kerry#', 'Bush%', 'Bush#', 'Others%', 'Others#', '2000 result']"
What was the percentage when Kerry# was 199060?,select Kerry% where Kerry# eq 199060 ,"['County', 'Kerry%', 'Kerry#', 'Bush%', 'Bush#', 'Others%', 'Others#', '2000 result']"
What was the highest number of votes for Bush?,select MAX(Bush#) where ,"['County', 'Kerry%', 'Kerry#', 'Bush%', 'Bush#', 'Others%', 'Others#', '2000 result']"
What was the percentage when the 200 result was +1.6?,select Kerry% where 2000 result eq +1.6 ,"['County', 'Kerry%', 'Kerry#', 'Bush%', 'Bush#', 'Others%', 'Others#', '2000 result']"
How many transfer windows come from Crystal Palace?,select COUNT(Transfer window) where Moving from eq Crystal Palace ,"['N', 'P', 'Name', 'EU', 'Country', 'Age', 'Type', 'Moving from', 'Transfer window', 'Ends', 'Transfer fee', 'Source']"
How many transfer windows are coming from Crystal Palace?,select COUNT(Transfer window) where Moving from eq Crystal Palace ,"['N', 'P', 'Name', 'EU', 'Country', 'Age', 'Type', 'Moving from', 'Transfer window', 'Ends', 'Transfer fee', 'Source']"
Which country has a P of GK?,select Country where P eq GK ,"['N', 'P', 'Name', 'EU', 'Country', 'Age', 'Type', 'Moving from', 'Transfer window', 'Ends', 'Transfer fee', 'Source']"
What is the P for the player who moves from Everton?,select P where Moving from eq Everton ,"['N', 'P', 'Name', 'EU', 'Country', 'Age', 'Type', 'Moving from', 'Transfer window', 'Ends', 'Transfer fee', 'Source']"
Name the competition of the panathinaikos,select Competition where Opposition eq Panathinaikos ,"['Season', 'Competition', 'Round', 'Opposition', 'First Leg', 'Second Leg', 'Aggregate']"
Name the competition of panathinaikos.,select Competition where Opposition eq Panathinaikos ,"['Season', 'Competition', 'Round', 'Opposition', 'First Leg', 'Second Leg', 'Aggregate']"
What is every value for viewers for ranking #51 for the time slot Tuesday 9:00 p.m.,select Viewers (in millions) where Ranking eq #51 and Timeslot eq Tuesday 9:00 p.m. ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What is every value for viewers for ranking #51 for the Tuesday 9:00 p.m. time slot?,select Viewers (in millions) where Ranking eq #51 and Timeslot eq Tuesday 9:00 p.m. ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What finals took place in the time slot Tuesday 9:30 p.m.,select Finale where Timeslot eq Tuesday 9:30 p.m. ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What finales took place in the time slot Tuesday 9:30 p.m.,select Finale where Timeslot eq Tuesday 9:30 p.m. ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What finals took place in the time slot Tuesday 9:30 p.m.?,select Finale where Timeslot eq Tuesday 9:30 p.m. ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
"What premieres had a final on May 25, 2004?","select Premiere where Finale eq May 25, 2004 ","['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What premieres had a finale on 25 May 2004?,"select Premiere where Finale eq May 25, 2004 ","['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
"What seasons had a final on May 25, 2004?","select Season where Finale eq May 25, 2004 ","['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What seasons had a final on 25 May 2004?,"select Season where Finale eq May 25, 2004 ","['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
"What seasons had a final on May 25th, 2004?","select Season where Finale eq May 25, 2004 ","['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
Which seasons had a ranking of #47?,select Season where Ranking eq #47 ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What are all the values for viewers for the 1st season?,select Viewers (in millions) where Season eq 1st ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What are the values for viewers for the 1st season?,select Viewers (in millions) where Season eq 1st ,"['Season', 'Timeslot', 'Premiere', 'Finale', 'TV season', 'Ranking', 'Viewers (in millions)']"
What is the withdrawal date for secr no. 771?,select Date Withdrawn where SECR No. eq 771 ,"['SECR No.', 'SR No.', 'BR No.', 'Builder', 'Date Delivered', 'Date Withdrawn']"
What is the date of withdrawal for Secr 771?,select Date Withdrawn where SECR No. eq 771 ,"['SECR No.', 'SR No.', 'BR No.', 'Builder', 'Date Delivered', 'Date Withdrawn']"
What is the withdrawal date for Secr 771?,select Date Withdrawn where SECR No. eq 771 ,"['SECR No.', 'SR No.', 'BR No.', 'Builder', 'Date Delivered', 'Date Withdrawn']"
Who is the builder for br no 31779?,select Builder where BR No. eq 31779 ,"['SECR No.', 'SR No.', 'BR No.', 'Builder', 'Date Delivered', 'Date Withdrawn']"
What is the country where the loan club is Fulham?,select Country where Loan Club eq Fulham ,"['No.', 'P', 'Name', 'Country', 'Age', 'Loan Club', 'Started', 'Ended', 'Start Source', 'End Source']"
What is the country where the loan club Fulham is?,select Country where Loan Club eq Fulham ,"['No.', 'P', 'Name', 'Country', 'Age', 'Loan Club', 'Started', 'Ended', 'Start Source', 'End Source']"
What is the total number of ages where the start date is 6 November?,select COUNT(Age) where Started eq 6 November ,"['No.', 'P', 'Name', 'Country', 'Age', 'Loan Club', 'Started', 'Ended', 'Start Source', 'End Source']"
What is the total number of ages where the start date is 6 november?,select COUNT(Age) where Started eq 6 November ,"['No.', 'P', 'Name', 'Country', 'Age', 'Loan Club', 'Started', 'Ended', 'Start Source', 'End Source']"
What was the name of Eipsode 618?,select Title where Production code eq 618 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
When did the secret air?,"select Original air date where Title eq ""Secrets"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
"How many seasons did the air ""strangled, not stirred""?","select COUNT(No. in season) where Title eq ""Strangled, Not Stirred"" ","['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
How many episodes did Alison direct Maclean?,select COUNT(Written by) where Directed by eq Alison Maclean ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Name the high points for may 29.,select High points where Date eq May 29 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
Name the high points for May 29,select High points where Date eq May 29 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
Name the date for the series 2-2,select Date where Series eq 2-2 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
Name the date for series 2-2.,select Date where Series eq 2-2 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
Name the high assists for May 21,select High assists where Date eq May 21 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
Name the high assists for may 21.,select High assists where Date eq May 21 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Series']"
"How many different play-by-play announcers also had pre-game analysis by Darren Flutie, Eric Tillman and Greg Frers?","select COUNT(Play-by-play) where Pregame analysts eq Darren Flutie, Eric Tillman and Greg Frers ","['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
"How many different play-by-play announcers also had pregame analysis from Darren Flutie, Eric Tillman and Greg Frers?","select COUNT(Play-by-play) where Pregame analysts eq Darren Flutie, Eric Tillman and Greg Frers ","['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
Who did the play-by-play when the pre-game host was Brian Williams and the sideline reporters were Steve Armitage and Brenda Irving?,select Play-by-play where Pregame host eq Brian Williams and Sideline reporters eq Steve Armitage and Brenda Irving ,"['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
Who did play-by-play when the pregame host was Brian Williams and the sideline reporters were Steve Armitage and Brenda Irving?,select Play-by-play where Pregame host eq Brian Williams and Sideline reporters eq Steve Armitage and Brenda Irving ,"['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
Who were the pre-game hosts when the sideline reporters were Steve Armitage and Brenda Irving?,select Pregame host where Sideline reporters eq Steve Armitage and Brenda Irving ,"['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
Who did pre-game analysis in 2002?,select Pregame analysts where Year eq 2002 ,"['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
Who did the pre-game analysis in 2002?,select Pregame analysts where Year eq 2002 ,"['Year', 'Network', 'Play-by-play', 'Colour commentator(s)', 'Sideline reporters', 'Pregame host', 'Pregame analysts']"
Name the state for Lake County,select State where County eq Lake County ,"['Rank', 'County', 'State', 'Land area (km²)', 'Land area (mi²)', 'April 1, 2010 census', 'April 1, 2010 density (/km²)', 'April 1, 2010 density (/mi²)', 'July 1, 2010 official estimate', 'July 1, 2010 density (/km²)', 'July 1, 2010 density (/mi²)', 'July 1, 2011 official estimate', 'July 1, 2011 density (/km²)', 'July 1, 2011 density (/mi²)', 'Mid-2010 to mid-2011 change (Absolute)', 'Mid-2010 to mid-2011 change (%)', 'County seat or courthouse']"
Name the state for Lake County.,select State where County eq Lake County ,"['Rank', 'County', 'State', 'Land area (km²)', 'Land area (mi²)', 'April 1, 2010 census', 'April 1, 2010 density (/km²)', 'April 1, 2010 density (/mi²)', 'July 1, 2010 official estimate', 'July 1, 2010 density (/km²)', 'July 1, 2010 density (/mi²)', 'July 1, 2011 official estimate', 'July 1, 2011 density (/km²)', 'July 1, 2011 density (/mi²)', 'Mid-2010 to mid-2011 change (Absolute)', 'Mid-2010 to mid-2011 change (%)', 'County seat or courthouse']"
The total number of county seat or courthouse for april 1 2010 is 2205,"select COUNT(County seat or courthouse) where April 1, 2010 density (/mi²) eq 2205 ","['Rank', 'County', 'State', 'Land area (km²)', 'Land area (mi²)', 'April 1, 2010 census', 'April 1, 2010 density (/km²)', 'April 1, 2010 density (/mi²)', 'July 1, 2010 official estimate', 'July 1, 2010 density (/km²)', 'July 1, 2010 density (/mi²)', 'July 1, 2011 official estimate', 'July 1, 2011 density (/km²)', 'July 1, 2011 density (/mi²)', 'Mid-2010 to mid-2011 change (Absolute)', 'Mid-2010 to mid-2011 change (%)', 'County seat or courthouse']"
Name the total number of county seat or courthouse for april 1 2010 is 2205,"select COUNT(County seat or courthouse) where April 1, 2010 density (/mi²) eq 2205 ","['Rank', 'County', 'State', 'Land area (km²)', 'Land area (mi²)', 'April 1, 2010 census', 'April 1, 2010 density (/km²)', 'April 1, 2010 density (/mi²)', 'July 1, 2010 official estimate', 'July 1, 2010 density (/km²)', 'July 1, 2010 density (/mi²)', 'July 1, 2011 official estimate', 'July 1, 2011 density (/km²)', 'July 1, 2011 density (/mi²)', 'Mid-2010 to mid-2011 change (Absolute)', 'Mid-2010 to mid-2011 change (%)', 'County seat or courthouse']"
Name the total number of states for 1 July 2010 density is 1209,"select COUNT(State) where July 1, 2010 density (/mi²) eq 1209 ","['Rank', 'County', 'State', 'Land area (km²)', 'Land area (mi²)', 'April 1, 2010 census', 'April 1, 2010 density (/km²)', 'April 1, 2010 density (/mi²)', 'July 1, 2010 official estimate', 'July 1, 2010 density (/km²)', 'July 1, 2010 density (/mi²)', 'July 1, 2011 official estimate', 'July 1, 2011 density (/km²)', 'July 1, 2011 density (/mi²)', 'Mid-2010 to mid-2011 change (Absolute)', 'Mid-2010 to mid-2011 change (%)', 'County seat or courthouse']"
Name the total number of states for July 1 2010 density is 1209,"select COUNT(State) where July 1, 2010 density (/mi²) eq 1209 ","['Rank', 'County', 'State', 'Land area (km²)', 'Land area (mi²)', 'April 1, 2010 census', 'April 1, 2010 density (/km²)', 'April 1, 2010 density (/mi²)', 'July 1, 2010 official estimate', 'July 1, 2010 density (/km²)', 'July 1, 2010 density (/mi²)', 'July 1, 2011 official estimate', 'July 1, 2011 density (/km²)', 'July 1, 2011 density (/mi²)', 'Mid-2010 to mid-2011 change (Absolute)', 'Mid-2010 to mid-2011 change (%)', 'County seat or courthouse']"
Which is the lowest season?,select MIN(Season) where ,"['Season', 'Winners', 'Total wins', 'Runners-up', 'Third-place', 'Number of clubs']"
How many values for number of clubs have Shandong as runner-up?,select COUNT(Number of clubs) where Runners-up eq Shandong ,"['Season', 'Winners', 'Total wins', 'Runners-up', 'Third-place', 'Number of clubs']"
How many wins total with Shanghai as runner-up?,select COUNT(Total wins) where Runners-up eq Shanghai ,"['Season', 'Winners', 'Total wins', 'Runners-up', 'Third-place', 'Number of clubs']"
How many wins total with Shanghai as the runner-up?,select COUNT(Total wins) where Runners-up eq Shanghai ,"['Season', 'Winners', 'Total wins', 'Runners-up', 'Third-place', 'Number of clubs']"
Name the club for when tries is 32,select Club where Tries for eq 32 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the club for when the tries is 32,select Club where Tries for eq 32 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the number of lost where tries for is 109.,select COUNT(Lost) where Tries for eq 109 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the number of lost where tries is 109,select COUNT(Lost) where Tries for eq 109 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
The won name when tries against is 72,select Won where Tries against eq 72 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the won against when tries is 72,select Won where Tries against eq 72 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the points aginst when drawn is 1 and the points is 51,select Points against where Drawn eq 1 and Points eq 51 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the points when drawn is 1 and the points is 51,select Points against where Drawn eq 1 and Points eq 51 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
Name the original air date for the number in season being 1,select Original air date where No. in season eq 1 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Name the original air date for the number in season as 1,select Original air date where No. in season eq 1 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
Name the original air date for the number in the season being 1,select Original air date where No. in season eq 1 ,"['No. in series', 'No. in season', 'Title', 'Directed by', 'Written by', 'Original air date', 'Production code']"
How many were won when 5 were lost?,select Won where Lost eq 5 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many were won when 5 lost?,select Won where Lost eq 5 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many won when 5 were lost?,select Won where Lost eq 5 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many were drawn when 13 were lost?,select Drawn where Lost eq 13 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many were drawn when 13 lost?,select Drawn where Lost eq 13 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points are there for 63 tries against?,select Points for where Tries against eq 63 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points are there against 63 tries?,select Points for where Tries against eq 63 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points are there for 63 attempts against?,select Points for where Tries against eq 63 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the try bonus when the tries against are 17?,select Try bonus where Tries against eq 17 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
What is the try bonus when the tries against 17 are?,select Try bonus where Tries against eq 17 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many tries are there for when 11 were won?,select Tries for where Won eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many tries for are there when 11 were won?,select Tries for where Won eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many tries are there when 11 were won?,select Tries for where Won eq 11 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points categories are there when the losing bonus is 2 and the points for are 642?,select COUNT(Points) where Losing bonus eq 2 and Points for eq 642 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many points categories are there when the losing bonus is 2 and the points are 642?,select COUNT(Points) where Losing bonus eq 2 and Points for eq 642 ,"['Club', 'Played', 'Won', 'Drawn', 'Lost', 'Points for', 'Points against', 'Tries for', 'Tries against', 'Try bonus', 'Losing bonus', 'Points']"
How many people wrote the episode which had 6.34 million viewers?,select COUNT(Written by) where Viewership eq 6.34 million ,"['Episode', 'Title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
Was the title of the episode with 5.04 million viewers?,select Original title where Viewership eq 5.04 million ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
What was the first air date with a viewership of 4.77 million?,select Original airdate where Viewership eq 4.77 million ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
How many episodes of 30 minutes were written by John Sullivan?,select COUNT(Duration) where Written by eq John Sullivan ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
How many episodes were written by John Sullivan of 30 minutes?,select COUNT(Duration) where Written by eq John Sullivan ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
Who was the director when John Sullivan was the writer?,select Directed by where Written by eq John Sullivan ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
"What is the total length when the title is "" One Man's Junk ""","select COUNT(Duration) where Original title eq "" One Man's Junk "" ","['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
"What is the total length when the title is "" one man's junk ""?","select COUNT(Duration) where Original title eq "" One Man's Junk "" ","['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
What are the movies written and directed by john sullivan with the air date of 15january 2009?,select Directed by where Written by eq John Sullivan and Original airdate eq 15January2009 ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
What are the movies written and directed by John Sullivan with the air date of 15january 2009?,select Directed by where Written by eq John Sullivan and Original airdate eq 15January2009 ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
What are the movies written and directed by john sullivan with the air date of 15january 2009.,select Directed by where Written by eq John Sullivan and Original airdate eq 15January2009 ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
"What is the total viewership where the title is "" your cheating art ""?","select Viewership where Original title eq "" Your Cheating Art "" ","['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
"What is the total viewership, where the title is "" your cheating art "".","select Viewership where Original title eq "" Your Cheating Art "" ","['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
How many episodes aired on 22january 2009,select COUNT(Episode) where Original airdate eq 22January2009 ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
How many episodes were aired on 22january 2009,select COUNT(Episode) where Original airdate eq 22January2009 ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
How many episodes aired on 22january 2009?,select COUNT(Episode) where Original airdate eq 22January2009 ,"['Episode', 'Original title', 'Directed by', 'Written by', 'Original airdate', 'Duration', 'Viewership']"
Name the least transfers out when the transfer is 21,select MIN(Transfers Out) where Total Transfers eq 21 ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
Name the least transfers out when transfers are 21,select MIN(Transfers Out) where Total Transfers eq 21 ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
Name the least transfers out when the transfer is 21.,select MIN(Transfers Out) where Total Transfers eq 21 ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
Name the least total transfers for romania.,select MIN(Total Transfers) where Country eq Romania ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
Name the least total transfers for Romania,select MIN(Total Transfers) where Country eq Romania ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
Name the least internal transfers.,select MIN(Internal Transfers) where ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
Name the least internal transfer,select MIN(Internal Transfers) where ,"['Country', 'Transfers In', 'Transfers Out', 'Internal Transfers', 'Total Transfers']"
How many statuses are there for Moncton?,select COUNT(Status) where Official Name eq Moncton ,"['Official Name', 'Status', 'Area km 2', 'Population', 'Census Ranking']"
What is the census ranking of the location with a population of 959?,select Census Ranking where Population eq 959 ,"['Official Name', 'Status', 'Area km 2', 'Population', 'Census Ranking']"
What is the name of the place with a area of 582.20 square km?,select Official Name where Area km 2 eq 582.20 ,"['Official Name', 'Status', 'Area km 2', 'Population', 'Census Ranking']"
What is the name of the place where the area is 578.28 square km?,select Official Name where Area km 2 eq 578.28 ,"['Official Name', 'Status', 'Area km 2', 'Population', 'Census Ranking']"
What is the name of the place whose area is 578.28 square km?,select Official Name where Area km 2 eq 578.28 ,"['Official Name', 'Status', 'Area km 2', 'Population', 'Census Ranking']"
What was the team name if the points is 20?,select Team where Points eq 20 ,"['Fin. Pos', 'Car No.', 'Driver', 'Team', 'Laps', 'Time/Retired', 'Grid', 'Laps Led', 'Points']"
What was the team name if the points are 20?,select Team where Points eq 20 ,"['Fin. Pos', 'Car No.', 'Driver', 'Team', 'Laps', 'Time/Retired', 'Grid', 'Laps Led', 'Points']"
What is the time/retirement if the driver is Marco Andretti?,select Time/Retired where Driver eq Marco Andretti ,"['Fin. Pos', 'Car No.', 'Driver', 'Team', 'Laps', 'Time/Retired', 'Grid', 'Laps Led', 'Points']"
"If laps is 191, what is the maximum laps led?",select MAX(Laps Led) where Laps eq 191 ,"['Fin. Pos', 'Car No.', 'Driver', 'Team', 'Laps', 'Time/Retired', 'Grid', 'Laps Led', 'Points']"
