paraquestion,SQL,Header
Who was the director who worked as writer with Dana Dorian?,select Director(s) where Writer(s) eq dana dorian ,"['Rank', 'Film', 'Director(s)', 'Producer(s)', 'Writer(s)', 'Production Company']"
Which film was nominated by Dana Dorian?,select Film where Rank eq nominated and Director(s) eq dana dorian ,"['Rank', 'Film', 'Director(s)', 'Producer(s)', 'Writer(s)', 'Production Company']"
What is the amount for December against the vancouver canucks earlier than game 33?,select SUM(December) where Opponent eq vancouver canucks and Game gt 33 ,"['Game', 'December', 'Opponent', 'Score', 'Record']"
What is the total for December when the record was 22-12-5?,select SUM(December) where Record eq 22-12-5 ,"['Game', 'December', 'Opponent', 'Score', 'Record']"
When is the earliest year associated with team Norton and 0 wins?,select MIN(Year) where Team eq norton and Wins gt 0 ,"['Year', 'Class', 'Team', 'Points', 'Wins']"
When is the earliest year associated with Team Norton and 0 wins?,select MIN(Year) where Team eq norton and Wins gt 0 ,"['Year', 'Class', 'Team', 'Points', 'Wins']"
"What is the year that there were 0 wins, team AJS and under 12 points?",select COUNT(Year) where Wins eq 0 and Team eq ajs and Points gt 12 ,"['Year', 'Class', 'Team', 'Points', 'Wins']"
What year is associated with a drama desk award ceremony and a category of outstanding featured actress in a musical?,select AVG(Year) where Award Ceremony eq drama desk award and Category eq outstanding featured actress in a musical ,"['Year', 'Award Ceremony', 'Category', 'Nominee', 'Result']"
What year is associated with a drama desk award ceremony and a category of the outstanding featured actress in a musical?,select AVG(Year) where Award Ceremony eq drama desk award and Category eq outstanding featured actress in a musical ,"['Year', 'Award Ceremony', 'Category', 'Nominee', 'Result']"
What is the average loss for the long of more than 12 with a name of opponents with a gain larger than 1751?,select AVG(Loss) where Long lt 12 and Name eq opponents and Gain lt 1751 ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
What is the average loss for the long of more than 12 with a name of opponents with a gain greater than 1751?,select AVG(Loss) where Long lt 12 and Name eq opponents and Gain lt 1751 ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
What is the average loss for a long of more than 12 with a name of opponents with a gain greater than 1751?,select AVG(Loss) where Long lt 12 and Name eq opponents and Gain lt 1751 ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
Who was the winner of the 2nd place finisher in the Caulfield Guineas?,select Winner/2nd where Race eq caulfield guineas ,"['Result', 'Date', 'Race', 'Venue', 'Group', 'Distance', 'Weight (kg)', 'Time', 'Jockey', 'Winner/2nd']"
Who was the winner in the Caulfield Guineas 2nd place finisher?,select Winner/2nd where Race eq caulfield guineas ,"['Result', 'Date', 'Race', 'Venue', 'Group', 'Distance', 'Weight (kg)', 'Time', 'Jockey', 'Winner/2nd']"
Which jockey had a G3 group?,select Jockey where Group eq g3 ,"['Result', 'Date', 'Race', 'Venue', 'Group', 'Distance', 'Weight (kg)', 'Time', 'Jockey', 'Winner/2nd']"
What was the time for the G2 group at Hobartville Stakes?,select Time where Group eq g2 and Race eq hobartville stakes ,"['Result', 'Date', 'Race', 'Venue', 'Group', 'Distance', 'Weight (kg)', 'Time', 'Jockey', 'Winner/2nd']"
Which airport has perth as a city?,select Airport where City eq perth ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
Which airport has perth as city?,select Airport where City eq perth ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
Which city has tasmania as state/territory and an ICAO of ymhb?,select City where State/Territory eq tasmania and ICAO eq ymhb ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
Which city has tasmania as state/territory and a ICAO of ymhb?,select City where State/Territory eq tasmania and ICAO eq ymhb ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
Which airport has an ICAO of Ybcg?,select Airport where ICAO eq ybcg ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What is the IATA that has New South Wales as the state/territory beginning on July 2009?,select IATA where State/Territory eq new south wales and Begin eq july 2009 ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What is the IATA that has New South Wales as the state/territory beginning on july 2009?,select IATA where State/Territory eq new south wales and Begin eq july 2009 ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What is the IATA that has New South Wales as the state/territory starting on July 2009?,select IATA where State/Territory eq new south wales and Begin eq july 2009 ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What IATA has queensland as state/territory and an ICAO of ybrk?,select IATA where State/Territory eq queensland and ICAO eq ybrk ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What IATA has queensland as a state/territory and an ICAO of ybrk?,select IATA where State/Territory eq queensland and ICAO eq ybrk ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What begins victoria as the state/territory and a ICA0 of ymml?,select Begin where State/Territory eq victoria and ICAO eq ymml ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
What begins victoria as state/territory and a ICA0 of ymml?,select Begin where State/Territory eq victoria and ICAO eq ymml ,"['City', 'State/Territory', 'IATA', 'ICAO', 'Airport', 'Begin']"
Who was the visitor on 27 March?,select Visitor where Date eq march 27 ,"['Date', 'Visitor', 'Score', 'Home', 'Leading scorer', 'Attendance', 'Record']"
What was the record on 14 March?,select Record where Date eq march 14 ,"['Date', 'Visitor', 'Score', 'Home', 'Leading scorer', 'Attendance', 'Record']"
What format is 99.5 FM frequency?,select Format where Frequency eq 99.5 fm ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What is the format at 99.5 FM frequency?,select Format where Frequency eq 99.5 fm ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What format has the DZFE call sign?,select Format where Call Sign eq dzfe ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What covered location has a frequency of 90.7 FM.,select Covered Location where Frequency eq 90.7 fm ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What is covered location has a frequency of 90.7 FM,select Covered Location where Frequency eq 90.7 fm ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What is the frequency of 104.3 Business Radio?,select Frequency where Name eq 104.3 business radio ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What is the frequency of the 104.3 business radio?,select Frequency where Name eq 104.3 business radio ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
What name has the DWYS call sign?,select Name where Call Sign eq dwys ,"['Frequency', 'Name', 'Format', 'Call Sign', 'Covered Location']"
Who has a DCSF number 3373?,select Name where DCSF number eq 3373 ,"['Name', 'Faith', 'Type', 'Intake', 'DCSF number', 'Ofsted number']"
What is the average primary intake number with an Ofsted number of 117433 and a DCSF number greater than 3335?,select AVG(Intake) where Type eq primary and Ofsted number eq 117433 and DCSF number lt 3335 ,"['Name', 'Faith', 'Type', 'Intake', 'DCSF number', 'Ofsted number']"
"What is the lowest Ofsted number for a primary with CE faith, intake of 30 and a DCSF number lower than 3349?",select MIN(Ofsted number) where Type eq primary and Faith eq ce and Intake eq 30 and DCSF number gt 3349 ,"['Name', 'Faith', 'Type', 'Intake', 'DCSF number', 'Ofsted number']"
Can you tell me the opponent that has the result of w 37-14?,select Opponent where Result eq w 37-14 ,"['Week', 'Date', 'Opponent', 'Result', 'Venue', 'Attendance']"
Can you tell me the opponent that has the result of 37-14?,select Opponent where Result eq w 37-14 ,"['Week', 'Date', 'Opponent', 'Result', 'Venue', 'Attendance']"
"Can you tell me the opponent that has the date of October 11, 1953?","select Opponent where Date eq october 11, 1953 ","['Week', 'Date', 'Opponent', 'Result', 'Venue', 'Attendance']"
"Can you tell me the opponent that has the date of October 11th, 1953?","select Opponent where Date eq october 11, 1953 ","['Week', 'Date', 'Opponent', 'Result', 'Venue', 'Attendance']"
What year was the West Coast League established that the championships are greater than 0?,select Established where Championships lt 0 and League eq west coast league ,"['Club', 'Sport', 'League', 'Venue', 'Established', 'Championships']"
What was the established year during the Apple Bowl having 0 championships?,select MAX(Established) where Championships eq 0 and Venue eq apple bowl ,"['Club', 'Sport', 'League', 'Venue', 'Established', 'Championships']"
What was the established year during the Apple Bowl with 0 championships?,select MAX(Established) where Championships eq 0 and Venue eq apple bowl ,"['Club', 'Sport', 'League', 'Venue', 'Established', 'Championships']"
What sport happened at the Wildcat Stadium?,select Sport where Venue eq wildcat stadium ,"['Club', 'Sport', 'League', 'Venue', 'Established', 'Championships']"
How many championships do Evergreen Premier League have?,select MAX(Championships) where League eq evergreen premier league ,"['Club', 'Sport', 'League', 'Venue', 'Established', 'Championships']"
How many championships has Evergreen Premier League?,select MAX(Championships) where League eq evergreen premier league ,"['Club', 'Sport', 'League', 'Venue', 'Established', 'Championships']"
Which position has a round larger than 10 and a name of Shawn Mccarthy?,select Position where Round lt 10 and Name eq shawn mccarthy ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which position has a round larger than 10 and a name of shawn mccarthy?,select Position where Round lt 10 and Name eq shawn mccarthy ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
How many pick #s have a name of tory epps and a round larger than 8?,select COUNT(Pick #) where Name eq tory epps and Round lt 8 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
How many Pick #s have a name of tory epps and a round larger than 8?,select COUNT(Pick #) where Name eq tory epps and Round lt 8 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Which team was the visitor with a 5-2-0 record?,select Visitor where Record eq 5-2-0 ,"['Date', 'Visitor', 'Score', 'Home', 'Record', 'Attendance']"
What is the score for the game on November 3?,select Score where Date eq november 3 ,"['Date', 'Visitor', 'Score', 'Home', 'Record', 'Attendance']"
What is the score for the game on 3 November?,select Score where Date eq november 3 ,"['Date', 'Visitor', 'Score', 'Home', 'Record', 'Attendance']"
What percentage of others did ogm/news count when MARTIN had 9%?,select Others where MARTIN eq 9% and Source eq ogm/news ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What percent of the others did ogm/news count when MARTIN had 9%?,select Others where MARTIN eq 9% and Source eq ogm/news ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is the Undecided the others were 4%?,select Undecided where Others eq 4% ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is the undecided the others was 4%?,select Undecided where Others eq 4% ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is Undecided on 2009-05-24?,select Undecided where Date eq 2009-05-24 ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is the date that has MARTIN of 7–9% and no undecided?,select Date where Undecided eq – and MARTIN eq 7–9% ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is the date that has MARTIN of 7–9% and no Undecided?,select Date where Undecided eq – and MARTIN eq 7–9% ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is the date when MARTIN had 8%?,select Date where MARTIN eq 8% ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
What is the date MARTIN had 8%?,select Date where MARTIN eq 8% ,"['Source', 'Date', 'MARTIN', 'GRÜNE', 'Others', 'Undecided']"
Which attendance has a game smaller than 3 and a date of October 31?,select COUNT(Attendance) where Game gt 3 and Date eq october 31 ,"['Game', 'Date', 'Score', 'Location', 'Time', 'Attendance']"
Which attendance has a game smaller than 3 and a date of 31 October?,select COUNT(Attendance) where Game gt 3 and Date eq october 31 ,"['Game', 'Date', 'Score', 'Location', 'Time', 'Attendance']"
What is the rank of the player Charles Eady and a bowling of 12/63?,select Rank where Player eq charles eady and Bowling eq 12/63 ,"['Rank', 'Bowling', 'Player', 'Opponent', 'Venue', 'Season']"
What is the rank of the player Charles Eady and a Bowling of 12/63?,select Rank where Player eq charles eady and Bowling eq 12/63 ,"['Rank', 'Bowling', 'Player', 'Opponent', 'Venue', 'Season']"
Who was the opponent partnering with Jordan Kerr on a hard surface that was the winner?,select Opponent where Surface eq hard and Outcome eq winner and Partnering eq jordan kerr ,"['Outcome', 'Date', 'Surface', 'Partnering', 'Opponent', 'Score']"
Who was the opponent partnering Jordan Kerr on a hard surface that was the winner?,select Opponent where Surface eq hard and Outcome eq winner and Partnering eq jordan kerr ,"['Outcome', 'Date', 'Surface', 'Partnering', 'Opponent', 'Score']"
Who was the opposing partner with Jordan Kerr on a hard surface that was the winner?,select Opponent where Surface eq hard and Outcome eq winner and Partnering eq jordan kerr ,"['Outcome', 'Date', 'Surface', 'Partnering', 'Opponent', 'Score']"
What is the year average that has a power of BHP (KW) and trim of LS/2LT?,select AVG(Year) where Power eq bhp (kw) and Trim eq ls/2lt ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
What is the average year that has a power of BHP (KW) and trim of LS/2LT?,select AVG(Year) where Power eq bhp (kw) and Trim eq ls/2lt ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
Which engine has a year that is larger than 2006 and power of BHP (KW)?,select Engine where Year lt 2006 and Power eq bhp (kw) ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
Which engine has a year that is larger than 2006 and the power of BHP (KW)?,select Engine where Year lt 2006 and Power eq bhp (kw) ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
What torque has a power of HP (KW)?,select Torque where Power eq hp (kw) ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
What Torque has a power of HP (KW)?,select Torque where Power eq hp (kw) ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
What is the average year that has trim of LS/LT and power of HP (KW)?,select AVG(Year) where Trim eq ls/lt and Power eq hp (kw) ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
What's the average year that has trim of LS/LT and power of HP (KW)?,select AVG(Year) where Trim eq ls/lt and Power eq hp (kw) ,"['Year', 'Trim', 'Engine', 'Power', 'Torque', 'EPA (2008) City']"
Name the college with a total of 17,select College where Overall eq 17 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Name the college with a total of 17 names,select College where Overall eq 17 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Name the college with a total of 17 students,select College where Overall eq 17 ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Name the least overall for tony baker.,select MIN(Overall) where Name eq tony baker ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Name the least overall for tony baker :,select MIN(Overall) where Name eq tony baker ,"['Round', 'Pick #', 'Overall', 'Name', 'Position', 'College']"
Who was the visiting team when Winnipeg was home team?,select Visitor where Home eq winnipeg ,"['Date', 'Visitor', 'Score', 'Home', 'Decision', 'Attendance', 'Record']"
What was the score of the game with a decision of Peeters and a record of 29–3-11?,select Score where Decision eq peeters and Record eq 29–3–11 ,"['Date', 'Visitor', 'Score', 'Home', 'Decision', 'Attendance', 'Record']"
What is the label of Catalogue # HVNLP26CD from the United Kingdom?,select Label where Country eq united kingdom and Catalogue # eq hvnlp26cd ,"['Country', 'Date', 'Label', 'Format', 'Catalogue #']"
What is the label of Catalogue # HVNLP26CD from United Kingdom?,select Label where Country eq united kingdom and Catalogue # eq hvnlp26cd ,"['Country', 'Date', 'Label', 'Format', 'Catalogue #']"
What country is Catalogue # ASW 50248 (724385024825) from?,select Country where Catalogue # eq asw 50248 (724385024825) ,"['Country', 'Date', 'Label', 'Format', 'Catalogue #']"
What country is catalog # ASW 50248 (724385024825) from?,select Country where Catalogue # eq asw 50248 (724385024825) ,"['Country', 'Date', 'Label', 'Format', 'Catalogue #']"
What country is the catalog # ASW 50248 (724385024825) from?,select Country where Catalogue # eq asw 50248 (724385024825) ,"['Country', 'Date', 'Label', 'Format', 'Catalogue #']"
Who is the winner of the South Pacific Trophy?,select Winning team where Name eq south pacific trophy ,"['Round', 'Name', 'Circuit', 'Date', 'Winning driver', 'Winning car', 'Winning team', 'Report']"
Loss of gonzález (0 – 3) had what attendance?,select Attendance where Loss eq gonzález (0–3) ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What was the loss of gonzález (0–3)?,select Attendance where Loss eq gonzález (0–3) ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What date had the record of 92–70?,select Date where Record eq 92–70 ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What date had a record of 92–70?,select Date where Record eq 92–70 ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What record had the loss of Kendrick (11–8)?,select Record where Loss eq kendrick (11–8) ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What record had the loss of Kendrick (11 – 8)?,select Record where Loss eq kendrick (11–8) ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What record had the date of september 28?,select Record where Date eq september 28 ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What date of september 28 had?,select Record where Date eq september 28 ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
"What opponent had attendance of 23,150?","select Opponent where Attendance eq 23,150 ","['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
"What was the attendance of 23,150?","select Opponent where Attendance eq 23,150 ","['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
"What was the attendance of 36,796?","select Score where Attendance eq 36,796 ","['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Record']"
What is the sum of Long for Derrick Locke?,select SUM(Long) where Name eq derrick locke ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
What is the lowest loss with gain greater than 319 for derrick locke?,select MIN(Loss) where Name eq derrick locke and Gain lt 319 ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
What is the lowest loss for derrick locke with a gain greater than 319?,select MIN(Loss) where Name eq derrick locke and Gain lt 319 ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
What is the lowest loss for derrick locke with gain larger than 319?,select MIN(Loss) where Name eq derrick locke and Gain lt 319 ,"['Name', 'GP-GS', 'Gain', 'Loss', 'Long', 'Avg/G']"
What club is the head coach of Wojciech Kamiski?,select Club where Head Coach eq wojciech kamiński ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What is the head coach of Wojciech Kamiski club?,select Club where Head Coach eq wojciech kamiński ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
"Sport of football, and a venue of stadion polonii is what league?",select League where Sport eq football and Venue eq stadion polonii ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What is the sport of football and a venue of stadion polonii?,select League where Sport eq football and Venue eq stadion polonii ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
"What is the sport of football, and a venue of stadion polonii?",select League where Sport eq football and Venue eq stadion polonii ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What is the sport of gaelic football and hurling?,select League where Sport eq gaelic football and hurling ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What league is the sport of gaelic football and hurling?,select League where Sport eq gaelic football and hurling ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What venue of Pepsi Arena involved club?,select Club where Venue eq pepsi arena ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What venue of the Pepsi Arena involved club?,select Club where Venue eq pepsi arena ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What was the venue of Pepsi Arena?,select Club where Venue eq pepsi arena ,"['Club', 'Sport', 'Founded', 'League', 'Venue', 'Head Coach']"
What is the highest earnings for Tom Watson who had a ranking larger than 2?,select MAX(Earnings ( $ )) where Player eq tom watson and Rank lt 2 ,"['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What is the highest earnings for Tom Watson, who had a ranking larger than 2?",select MAX(Earnings ( $ )) where Player eq tom watson and Rank lt 2 ,"['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What is the highest rank for a player who earns $4,263,133?","select MAX(Rank) where Earnings ( $ ) eq 4,263,133 ","['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What is the average number of wins for the player with a rank greater than 3 and earnings of $3,707,586?","select AVG(Wins) where Rank lt 3 and Earnings ( $ ) eq 3,707,586 ","['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What is the average number of wins for a player with a rank greater than 3 and earnings of $3,707,586?","select AVG(Wins) where Rank lt 3 and Earnings ( $ ) eq 3,707,586 ","['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
"What is the highest number of wins for Tom Watson, who earns less than $4,974,845?","select MAX(Wins) where Player eq tom watson and Earnings ( $ ) gt 4,974,845 ","['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
What is the highest salary for curtis strange?,select MAX(Earnings ( $ )) where Player eq curtis strange ,"['Rank', 'Player', 'Country', 'Earnings ( $ )', 'Wins']"
What is the average year with an average start less than 6.3 and fewer than 0 wins?,select AVG(Year) where Avg. Start gt 6.3 and Wins gt 0 ,"['Year', 'Starts', 'Wins', 'Top 5', 'Top 10', 'Poles', 'Avg. Start', 'Avg. Finish', 'Winnings', 'Position']"
Which second has a skip of barbora vojtusova?,select Second where Skip eq barbora vojtusova ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which second has a Skip of barbora vojtusova?,select Second where Skip eq barbora vojtusova ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which Skip did Marju Velga lead?,select Skip where Lead eq marju velga ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which Skip did Marju velga lead?,select Skip where Lead eq marju velga ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which lead has a second of katrin kuusk?,select Lead where Second eq katrin kuusk ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which lead has a second of Katrin Kuusk?,select Lead where Second eq katrin kuusk ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which third has a skip of ellen vogt?,select Third where Skip eq ellen vogt ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which third has a Skip of ellen vogt?,select Third where Skip eq ellen vogt ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which third has a second of Agnieszka ogrodniczek?,select Third where Second eq agnieszka ogrodniczek ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
Which third has a second of Agnieszka Ogrodniczek?,select Third where Second eq agnieszka ogrodniczek ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
What is Spain's Skip?,select Skip where Nation eq spain ,"['Nation', 'Skip', 'Third', 'Second', 'Lead']"
"What is the per capita income associated with over 116,716,292 households and a median household income of $42,706?","select Per capita income where Number of households lt 116,716,292 and Median household income eq $42,706 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
"What is the per capita income of over 116,716,292 households and a median household income of $42,706?","select Per capita income where Number of households lt 116,716,292 and Median household income eq $42,706 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
"What is the per capita income associated with a median household income of $55,800?","select Per capita income where Median household income eq $55,800 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
"What is the Per capita income associated with a median household income of $55,800?","select Per capita income where Median household income eq $55,800 ","['County', 'Per capita income', 'Median household income', 'Median family income', 'Population', 'Number of households']"
What was the margin of victory at Texas International Open?,select Margin of victory where Tournament eq texas international open ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the margin of victory in the tournament with a winning score of 3 (74-68-72-71=285)?,select Margin of victory where Winning score eq −3 (74-68-72-71=285) ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
What was the margin of victory in the tournament with a winning score of 3 (74-68-72-71 = 285)?,select Margin of victory where Winning score eq −3 (74-68-72-71=285) ,"['Date', 'Tournament', 'Winning score', 'Margin of victory', 'Runner(s)-up']"
Which Avg/G has an Effic larger than 129.73 and a Cmp-Att-Int of 333-500-13?,select SUM(Avg/G) where Effic lt 129.73 and Cmp-Att-Int eq 333-500-13 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Avg/G has an effic larger than 129.73 and a Cmp-Att-Int of 333-500-13?,select SUM(Avg/G) where Effic lt 129.73 and Cmp-Att-Int eq 333-500-13 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Effic is the highest that has an Avg/G smaller than 305.6 and a GP-GS of 13-13?,select MAX(Effic) where Avg/G gt 305.6 and GP-GS eq 13-13 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Effic is the highest with an Avg/G smaller than 305.6 and a GP-GS of 13-13?,select MAX(Effic) where Avg/G gt 305.6 and GP-GS eq 13-13 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Avg/G that has a name of opponents and an Effic smaller than 129.73?,select SUM(Avg/G) where Name eq opponents and Effic gt 129.73 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Avg/G that has a name of opponents and an effic smaller than 129.73?,select SUM(Avg/G) where Name eq opponents and Effic gt 129.73 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which avg/g that has a name of opponents and an Effic smaller than 129.73?,select SUM(Avg/G) where Name eq opponents and Effic gt 129.73 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Cmp-Att-Int has a GP-GS of 3-0,select Cmp-Att-Int where GP-GS eq 3-0 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which Effic is the average that has an Avg/G larger than 3.7 and a GP-GS of 13 and a Cmp-Att-Int of 318-521-15?,select AVG(Effic) where Avg/G lt 3.7 and GP-GS eq 13 and Cmp-Att-Int eq 318-521-15 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
"Which Effic is the average that has an Avg/G larger than 3.7, and a GP-GS of 13 and a Cmp-Att-Int of 318-521-15?",select AVG(Effic) where Avg/G lt 3.7 and GP-GS eq 13 and Cmp-Att-Int eq 318-521-15 ,"['Name', 'GP-GS', 'Effic', 'Cmp-Att-Int', 'Avg/G']"
Which home team played on January 13?,select Home where Date eq january 13 ,"['Date', 'Visitor', 'Score', 'Home', 'Leading scorer', 'Attendance', 'Record']"
How many runs were there when the highest score was 55 and there were more than 12 innings?,select SUM(Runs) where High Score eq 55 and Innings lt 12 ,"['Matches', 'Innings', 'Not out', 'Runs', 'High Score', 'Average']"
How many runs were there when there was 1 match and the average was less than 86?,select SUM(Runs) where Matches eq 1 and Average gt 86 ,"['Matches', 'Innings', 'Not out', 'Runs', 'High Score', 'Average']"
How many runs were there when there was 1 match and average was less than 86?,select SUM(Runs) where Matches eq 1 and Average gt 86 ,"['Matches', 'Innings', 'Not out', 'Runs', 'High Score', 'Average']"
Which station has Me-TV programming?,select Station where Programming eq me-tv ,"['Channel', 'Station', 'Video', 'Aspect', 'PSIP Short Name', 'Programming']"
Which station has programming from Me-TV?,select Station where Programming eq me-tv ,"['Channel', 'Station', 'Video', 'Aspect', 'PSIP Short Name', 'Programming']"
